479,2,-2,0,0,0,20,196,20,0,0
477,1,0,0,0,0,20,196,20,0,0
478,2,-1,0,0,0,20,223,20,-1000,0
469,2,0,0,0,0,20,223,20,0,0
482,4,0,0,0,0,20,223,20,0,0
480,3,0,0,0,0,20,223,20,0,0
479,3,0,0,0,0,20,223,20,0,0
479,2,-1,0,0,0,20,223,20,0,0
477,1,-2,0,0,0,20,223,20,0,0
477,1,-2,0,0,0,20,223,20,0,0
479,2,-3,0,0,0,20,223,20,0,0
478,1,-1,0,0,0,20,223,20,0,0
478,2,-2,0,0,0,20,223,20,0,0
475,3,0,0,0,0,21,223,21,0,0
480,4,-1,0,0,0,21,223,21,0,0
477,2,-2,0,0,0,21,223,21,0,0
477,2,0,0,0,0,21,223,21,0,0
481,4,-1,0,0,0,21,223,21,0,0
479,2,-2,0,0,0,21,223,21,0,0
477,2,-2,0,0,0,21,223,21,0,0
478,4,-1,0,0,0,21,223,21,0,0
477,3,-3,0,0,0,21,223,21,0,0
477,3,-4,0,0,0,21,223,21,0,0
479,3,-2,0,0,0,21,223,21,0,0
475,4,-2,0,0,0,22,164,20,1000,0
471,3,-1,0,0,0,22,164,20,0,0
477,3,-2,0,0,0,22,164,20,0,0
477,5,-3,0,0,0,22,164,20,0,0
477,4,-3,0,0,0,22,164,20,0,0
477,3,-4,0,0,0,22,164,20,0,0
479,1,-3,0,0,0,22,164,20,0,0
479,0,-4,0,0,0,22,164,20,0,0
477,-1,-4,0,0,0,22,164,20,0,0
477,1,-4,0,0,0,22,164,20,0,0
478,0,-3,0,0,0,22,164,20,0,0
475,1,-3,0,0,0,20,192,21,-1000,0
470,0,-1,0,0,0,20,192,21,0,0
479,0,0,0,0,0,20,192,21,0,0
482,1,0,0,0,0,20,192,21,0,0
479,0,0,0,0,0,20,192,21,0,0
480,0,1,0,0,0,20,192,21,0,0
479,-1,1,0,0,0,20,192,21,0,0
479,-2,1,0,0,0,20,192,21,0,0
481,-1,0,0,0,0,20,192,21,0,0
480,-1,0,0,0,0,20,192,21,0,0
479,0,1,0,0,0,20,192,21,0,0
477,-2,1,0,0,0,23,192,23,0,0
479,0,1,0,0,0,23,192,23,0,0
480,1,0,0,0,0,23,192,23,0,0
482,1,0,0,0,0,23,192,23,0,0
480,1,-1,0,0,0,23,192,23,0,0
477,0,-1,0,0,0,23,192,23,0,0
477,1,0,0,0,0,23,192,23,0,0
480,0,0,0,0,0,23,192,23,0,0
479,1,-1,0,0,0,23,192,23,0,0
477,0,0,0,0,0,23,192,23,0,0
482,1,0,0,0,0,23,192,23,0,0
479,3,0,0,0,0,20,164,20,1000,0
473,3,0,0,0,0,20,164,20,0,0
479,0,0,0,0,0,20,164,20,0,0
480,2,0,0,0,0,20,164,20,0,0
479,1,0,0,0,0,20,164,20,0,0
482,0,0,0,0,0,20,164,20,0,0
480,0,-1,0,0,0,20,164,20,0,0
478,-1,0,0,0,0,20,164,20,0,0
479,-1,-1,0,0,0,20,164,20,0,0
477,-2,0,0,0,0,20,164,20,0,0
479,-3,0,0,0,0,20,164,20,0,0
477,-3,0,0,0,0,21,164,24,0,0
481,-2,0,0,0,0,21,164,24,0,0
481,-3,1,0,0,0,21,164,24,0,0
479,-2,1,0,0,0,21,164,24,0,0
479,-2,1,0,0,0,21,164,24,0,0
480,-1,0,0,0,0,21,164,24,0,0
480,-2,0,0,0,0,21,164,24,0,0
482,-2,2,0,0,0,21,164,24,0,0
479,-3,1,0,0,0,21,164,24,0,0
479,-4,2,0,0,0,21,164,24,0,0
479,-5,2,0,0,0,21,164,24,0,0
476,-4,2,0,0,0,21,193,20,-1000,0
470,-4,3,0,0,0,21,193,20,0,0
481,-3,3,0,0,0,21,193,20,0,0
479,-2,3,0,0,0,21,193,20,0,0
481,-4,3,0,0,0,21,193,20,0,0
479,-5,4,0,0,0,21,193,20,0,0
479,-4,6,0,0,0,21,193,20,0,0
479,-6,6,0,0,0,21,193,20,0,0
479,-4,6,0,0,0,21,193,20,0,0
481,-3,6,0,0,0,21,193,20,0,0
481,-1,4,0,0,0,21,193,20,0,0
476,0,4,0,0,0,24,236,22,-1000,0
470,-2,5,0,0,0,24,236,22,0,0
480,0,2,0,0,0,24,236,22,0,0
479,0,4,0,0,0,24,236,22,0,0
482,1,4,0,0,0,24,236,22,0,0
479,1,5,0,0,0,24,236,22,0,0
479,0,4,0,0,0,24,236,22,0,0
479,0,4,0,0,0,24,236,22,0,0
479,2,3,0,0,0,24,236,22,0,0
479,0,3,0,0,0,24,236,22,0,0
479,-1,2,0,0,0,24,236,22,0,0
480,0,1,0,0,0,22,236,23,0,0
482,2,0,0,0,0,22,236,23,0,0
479,3,0,0,0,0,22,236,23,0,0
480,2,0,0,0,0,22,236,23,0,0
