22,180,22,2,0,0
477,1,0,0,0,0,22,180,22,-1,0,0
477,2,0,0,0,0,22,180,22,0,-1,0
476,0,0,0,0,0,22,180,22,0,0,0
477,1,-1,0,0,0,22,180,22,1,-1,0
472,1,0,0,0,0,22,180,22,0,-1,0
474,0,0,0,0,0,22,180,22,0,0,0
477,1,-1,0,0,0,22,180,22,0,-2,0
473,0,0,0,0,0,22,180,22,0,0,0
478,1,-1,0,0,0,22,180,22,0,-1,0
473,1,0,0,0,0,20,181,20,-1,-1,0
472,0,0,0,0,0,20,181,20,1,0,0
478,0,0,0,0,0,20,181,20,0,0,0
477,1,0,0,0,0,20,181,20,1,0,0
477,1,1,0,0,0,20,181,20,0,0,0
478,0,0,0,0,0,20,181,20,-1,0,0
474,0,1,0,0,0,20,181,20,2,0,0
477,0,0,0,0,0,20,181,20,0,0,0
477,0,-1,0,0,0,20,181,20,-2,0,0
472,1,-3,0,0,0,20,181,20,0,-2,0
472,0,-2,0,0,0,20,181,20,0,-2,0
471,0,-2,0,0,0,20,182,22,0,-1,0
474,0,-3,0,0,0,20,182,22,1,-2,0
474,0,-2,0,0,0,20,182,22,-1,-2,0
470,-1,-4,0,0,0,20,182,22,0,-3,0
472,-2,-3,0,0,0,20,182,22,1,-2,0
471,-3,-3,0,0,0,20,182,22,-1,-2,0
469,-1,-4,0,0,0,20,182,22,1,-3,0
471,-2,-3,0,0,0,20,182,22,-1,-3,0
472,-2,-5,0,0,0,20,182,22,1,-5,0
473,-3,-6,0,0,0,20,182,22,-1,-6,0
469,-2,-5,0,0,0,20,182,22,-1,-5,0
468,-2,-5,0,0,0,22,181,20,0,-6,0
472,-2,-4,0,0,0,22,181,20,1,-5,0
472,0,-4,0,0,0,22,181,20,0,-5,0
473,0,-2,0,0,0,22,181,20,-1,-4,0
473,-1,-1,0,0,0,22,181,20,0,-4,0
473,0,-1,0,0,0,22,181,20,0,-4,0
473,1,-1,0,0,0,22,181,20,-1,-4,0
471,1,0,0,0,0,22,181,20,0,-3,0
475,2,0,0,0,0,22,181,20,0,-4,0
475,1,-2,0,0,0,22,181,20,0,-5,0
473,0,-2,0,0,0,22,181,20,0,-5,0
474,0,-4,0,0,0,20,181,22,1,-6,0
474,0,-3,0,0,0,20,181,22,-1,-6,0
470,0,-4,0,0,0,20,181,22,0,-7,0
472,0,-2,0,0,0,20,181,22,1,-6,0
471,0,-2,0,0,0,20,181,22,0,-6,0
472,0,-2,0,0,0,20,181,22,1,-6,0
472,0,-1,0,0,0,20,181,22,0,-6,0
474,-1,-1,0,0,0,20,181,22,0,-5,0
473,-1,-2,0,0,0,20,181,22,-1,-6,0
469,0,-1,0,0,0,20,181,22,1,-6,0
472,-2,0,0,0,0,20,181,22,-1,-6,0
470,-3,0,0,0,0,23,180,23,-1,-5,0
472,-4,-1,0,0,0,23,180,23,0,-6,0
472,-3,0,0,0,0,23,180,23,0,-6,0
476,-3,1,0,0,0,23,180,23,0,-5,0
476,-4,1,0,0,0,23,180,23,1,-4,0
473,-4,1,0,0,0,23,180,23,-1,-4,0
471,-5,2,0,0,0,23,180,23,1,-4,0
474,-3,1,0,0,0,23,180,23,-1,-4,0
472,-2,-1,0,0,0,23,180,23,1,-5,0
472,0,-1,0,0,0,23,180,23,0,-6,0
474,-2,-2,0,0,0,23,180,23,-1,-6,0
471,-1,-4,0,0,0,20,180,23,0,-8,0
472,-2,-2,0,0,0,20,180,23,2,-7,0
472,-1,-3,0,0,0,20,180,23,0,-8,0
471,-1,-2,0,0,0,20,180,23,-1,-7,0
469,0,-3,0,0,0,20,180,23,1,-8,0
472,0,-4,0,0,0,20,180,23,0,-9,0
