459,-269,-255,2,-15,1,239,281,20,0,-17
460,-270,-254,2,-15,1,239,281,20,0,-17
460,-268,-254,2,-15,1,239,281,20,0,-17
461,-268,-255,2,-15,1,239,281,20,0,-17
459,-270,-257,2,-15,1,239,281,20,0,-17
459,-270,-259,2,-15,1,239,281,20,0,-17
456,-274,-256,2,-15,1,240,282,20,-459,-100
451,-275,-255,2,-15,1,240,282,20,0,-17
459,-275,-255,2,-15,1,240,282,20,0,-17
460,-274,-258,2,-15,1,240,282,20,0,-17
461,-271,-258,2,-15,1,240,282,20,0,-17
459,-274,-258,2,-15,1,240,282,20,0,-17
460,-278,-255,2,-15,1,240,282,20,0,-17
459,-276,-256,2,-15,1,240,282,20,0,-17
459,-273,-259,2,-15,1,240,282,20,0,-17
459,-274,-261,2,-15,1,240,282,20,0,-17
459,-275,-262,2,-15,1,240,282,20,0,-17
457,-271,-262,2,-15,1,239,282,20,0,-17
461,-273,-260,2,-15,1,239,282,20,0,-17
460,-271,-262,2,-15,1,239,282,20,0,-17
461,-271,-262,2,-15,1,239,282,20,0,-17
459,-272,-263,2,-15,1,239,282,20,0,-17
459,-273,-263,2,-15,1,239,282,20,0,-17
458,-274,-263,2,-15,1,239,282,20,0,-17
459,-273,-265,2,-15,1,239,282,20,0,-17
459,-274,-266,2,-15,1,239,282,20,0,-17
459,-276,-268,2,-15,1,239,282,20,0,-17
461,-275,-266,2,-15,1,239,282,20,0,-17
459,-279,-263,2,-15,1,240,282,20,0,-17
459,-279,-263,2,-15,1,240,282,20,0,-17
459,-281,-261,2,-15,1,240,282,20,0,-17
459,-284,-259,2,-15,1,240,282,20,0,-17
459,-285,-259,2,-15,1,240,282,20,0,-17
459,-285,-261,2,-15,1,240,282,20,0,-17
459,-283,-259,2,-15,1,240,282,20,0,-17
461,-284,-261,2,-15,1,240,282,20,0,-17
461,-283,-261,2,-15,1,240,282,20,0,-17
460,-282,-263,2,-15,1,240,282,20,0,-17
459,-277,-264,2,-15,1,240,282,20,0,-17
457,-281,-263,2,-15,1,239,282,20,0,-17
458,-281,-264,2,-15,1,239,282,20,0,-17
459,-279,-264,2,-15,1,239,282,20,0,-17
459,-278,-262,2,-15,1,239,282,20,0,-17
461,-280,-263,2,-15,1,239,282,20,0,-17
460,-280,-264,2,-15,1,239,282,20,0,-17
461,-280,-262,2,-15,1,239,282,20,0,-17
459,-281,-263,2,-15,1,239,282,20,0,-17
459,-284,-260,2,-15,1,239,282,20,0,-17
459,-285,-261,2,-15,1,239,282,20,0,-17
459,-285,-261,2,-15,1,239,282,20,0,-17
457,-286,-263,2,-15,1,239,281,20,459,100
456,-282,-263,2,-15,1,239,281,20,0,-17
461,-282,-265,2,-15,1,239,281,20,0,-17
460,-285,-263,2,-15,1,239,281,20,0,-17
459,-281,-265,2,-15,1,239,281,20,0,-17
459,-280,-267,2,-15,1,239,281,20,0,-17
459,-279,-269,2,-15,1,239,281,20,0,-17
459,-274,-272,2,-15,1,239,281,20,0,-17
459,-274,-273,2,-15,1,239,281,20,0,-17
459,-276,-269,2,-15,1,239,281,20,0,-17
461,-276,-270,2,-15,1,239,281,20,0,-17
458,-280,-267,2,-15,1,236,282,20,-461,-100
453,-280,-267,2,-15,1,236,282,20,0,-17
459,-280,-267,2,-15,1,236,282,20,0,-17
458,-280,-268,2,-15,1,236,282,20,0,-17
459,-281,-266,2,-15,1,236,282,20,0,-17
459,-281,-265,2,-15,1,236,282,20,0,-17
459,-280,-268,2,-15,1,236,282,20,0,-17
461,-281,-266,2,-15,1,236,282,20,0,-17
460,-281,-267,2,-15,1,236,282,20,0,-17
461,-281,-269,2,-15,1,236,282,20,0,-17
459,-280,-268,2,-15,1,236,282,20,0,-17
456,-281,-266,2,-15,1,239,281,20,459,100
